"Air.Pressure..Hecta.pascals." "Air.temp..deg.celcius." "Humidity...." "maximum.Wind.speed..km.h." "water.pressure..decibar." "water.temp..deg.celcius."
"1668" 1010.8 27.1 71.3 37.8 6.625 29.2395
"1669" 1011.1 26.9 79.3 43.92 6.676 29.2734
"1670" 1009.3 27.1 81.4 29.52 5.877 29.051
"1671" 1007.9 27.6 79.1 15.48 6.715 29.2368
"1672" 1012.5 26.9 77.2 35.64 6.485 29.2602
"1673" 1006.6 28.6 77.8 19.8 7.32 28.7863
"1674" 1013.8 24.5 76.9 40.32 6.48 27.423
"1675" 1012.8 24.3 73.5 25.2 5.812 28.2527
"1676" 1007.6 27 78.1 48.96 5.714 28.8276
"1677" 1007.4 28.1 70.6 45.36 5.944 29.3453
"1678" 1012.7 25.5 86 37.08 6.861 27.7073
"1679" 1010.5 27.2 78 44.64 5.686 28.942
"1680" 1007.2 25.8 86 18.72 5.373 28.7928
"1681" 1012 26.5 77.6 39.96 6.932 29.0343
"1682" 1014.7 24.8 66.9 34.56 6.833 28.2311
"1683" 1011.1 27.4 81.2 39.6 6.792 29.0313
"1684" 1014 25 78.6 27 6.704 28.3623
"1685" 1013.2 27.2 81.2 28.8 5.465 29.001
"1686" 1010 27.3 70.6 36.72 6.602 29.2657
"1687" 1012.4 24.8 78.7 34.92 6.413 27.956
"1688" 1004 27.2 79.1 59.76 6.027 29.1664
"1689" 1012 26.9 81.3 23.04 6.413 29.006
"1690" 1010.8 26.5 82.1 29.88 6.072 28.8591
"1691" 1010.4 27.3 78.6 40.32 7.181 28.9441
"1692" 1007.8 27.4 73 39.96 6.207 29.008
"1693" 1009.7 28 75.5 42.12 6.912 28.5558
"1694" 1006 28.8 73.7 34.92 5.71 29.1537
"1695" 1011.4 26.2 80.1 42.48 5.921 28.8378
"1696" 1011.7 25.3 75.4 43.92 6.535 27.7288
"1697" 1008.5 27.7 74.8 35.28 6.016 29.1606
"1698" 1011.1 26.9 72.2 40.32 6.129 29.3495
"1699" 1010.5 26.3 81.4 42.12 5.769 28.9506
"1700" 1009.6 27.6 71.4 45.36 6.289 29.5535
"1701" 1008.6 26.4 84.6 41.4 5.602 28.9921
"1702" 1012.3 25.1 80.3 42.12 5.203 27.9492
"1703" 1007.4 25 90.8 39.96 5.555 29.6965
"1704" 1012.7 25.3 78.2 42.48 5.721 27.3645
"1705" 1003.4 26.7 88.1 51.48 6.662 29.3743
"1706" 1004 28.2 84.5 36.72 6.501 29.2785
"1707" 1012.1 27.4 73.6 41.4 6.408 29.2763
"1708" 1011.8 27.5 82.5 31.68 5.41 29.0099
"1709" 1008.3 26.8 81.5 46.44 5.59 28.6978
"1710" 1007.4 27.9 77.9 17.64 6.467 29.0811
"1711" 1007.2 27.5 71.2 46.8 5.503 28.9919
"1712" 1009.7 26.3 79.6 38.52 6.153 28.9802
"1713" 1009.4 27.4 81 28.08 5.615 28.9429
"1714" 1010.3 27 80.7 39.6 5.39 29.1688
"1715" 1008 27.5 76.1 39.96 5.754 29.1124
"1716" 1013.6 24.3 81.3 25.56 5.752 28.1156
"1717" 1010.6 26.1 80.6 50.04 6.956 28.5924
"1718" 1010.8 25.6 74.8 47.16 6.346 27.585
"1719" 1011.9 24.8 78.5 28.08 4.73 28.6096
"1720" 1007.3 28.4 80.4 29.88 5.947 29.3329
"1721" 1010.7 28.4 76.3 31.68 5.452 28.9557
"1722" 1010 28.4 76.6 34.56 6.899 29.2081
"1723" 1012.3 24.8 79.9 36.72 6.412 27.256
"1724" 1005.1 28 82.7 21.6 6.377 29.1922
"1725" 1011.3 27.5 70.5 42.84 6.198 29.4361
"1726" 1007.3 28.2 73.7 40.68 5.898 29.1781
"1727" 1008.6 27.5 77.8 35.64 5.854 29.103
"1728" 1007.5 28 72.3 41.04 5.833 29.3631
"1729" 1011 26.9 75.5 42.12 5.328 29.2183
"1730" 1008.1 27.1 73.1 57.24 5.911 28.5228
"1731" 1011.2 27.4 81.3 39.24 6.864 29.0407
"1732" 1004.2 28.9 77.9 46.44 6.148 29.2166
"1733" 1006.3 27.6 81.1 8.64 7.623 28.6153
"1734" 1014.4 25.5 71.3 32.04 5.769 28.0039
"1735" 1010.7 26.5 79.6 42.84 5.663 28.9451
"1736" 1007.7 27.6 71.8 37.44 6.34 29.0374
"1737" 1008.6 27.5 78.2 40.32 6.938 29.2335
"1738" 1013.3 26.9 79.7 29.52 5.222 29.2913
"1739" 1006.8 29 79.7 38.88 5.465 29.2696
"1740" 1003.3 29.1 75 24.84 5.974 28.9335
"1741" 1003.7 28.7 75.4 26.28 6.389 28.8692
"1742" 1011.7 26.9 79.2 29.88 5.549 29.242
"1743" 1011.4 24.7 80.6 32.4 6.185 27.5997
"1744" 1008 27.6 79.6 29.88 6.319 29.1008
"1745" 1010.1 25.7 72.9 38.16 7.413 28.3683
"1746" 1007 28.8 78.1 21.96 6.463 28.9303
"1747" 1006.7 27.7 75.6 7.2 6.333 28.6298
"1748" 1004.7 27.6 74 12.24 7.153 28.6045
"1749" 1005.2 28.6 77.1 32.04 6.49 29.2397
"1750" 1014.9 25.7 80.3 34.2 7.123 29.1587
"1751" 1005.4 27.4 78.1 11.88 5.71 28.7716
"1752" 1007.8 28.5 70.2 42.48 6.136 29.3462
"1753" 1014.6 25.5 74.8 34.92 6.941 28.1957
"1754" 1009.9 25.1 83.3 38.16 4.95 28.025
"1755" 1009.8 26.1 66.5 45.72 6.435 28.107
"1756" 1011.1 26.7 81 42.12 6.765 29.2797
"1757" 1009.7 28 78.9 43.92 5.566 29.5603
"1758" 1010.4 26.2 83.8 48.24 5.873 28.7969
"1759" 1012.4 25.1 79.6 42.48 6.424 27.6244
"1760" 1005.3 28.1 69.7 11.16 5.805 28.6399
"1761" 1009.7 26.7 81.2 38.16 6.022 28.987
"1762" 1008.7 27.5 82.7 24.12 6.393 29.3733
"1763" 1007.8 27.3 81.1 50.4 5.75 29.3957
"1764" 1011 26.6 76.8 47.16 5.631 29.1797
"1765" 1009.3 28.2 76.4 32.4 6.487 29.1568
"1766" 1013.7 25.6 69.4 39.96 5.762 28.353
"1767" 1003 26.8 81.4 32.76 5.562 29.4591
"1768" 1011.6 26.8 75.4 38.52 5.507 28.9494
"1769" 1011 26.5 76.6 43.2 5.272 29.1353
"1770" 1009.5 26.2 78.1 42.12 5.726 29.0232
"1771" 1011 25.5 81.1 45.72 6.334 27.598
"1772" 1013.2 24.3 80 27.72 5.824 28.1053
"1773" 1005.9 28.5 77.4 12.96 5.802 28.7437
"1774" 1010.2 27.3 74.6 42.12 6.982 29.2512
"1775" 1002.9 28.3 76.9 57.6 6.053 29.2429
"1776" 1014.4 24.3 82.3 21.6 5.638 28.0848
"1777" 1013.1 24.6 80.1 30.24 5.945 28.1049
"1778" 1013.1 25.4 74.8 33.48 5.233 28.0909
"1779" 1011.6 26.7 83 44.64 5.872 28.9803
"1780" 1007.6 28.7 74.8 26.64 4.991 29.252
"1781" 1011.5 26.3 84.2 38.16 5.812 29.1935
"1782" 1009 27.7 80 25.56 6.754 29.0277
"1783" 1010.7 26.4 73.2 41.4 6.781 28.8957
"1784" 1012.2 26.9 70.3 34.92 6.521 29.2412
"1785" 1008.9 27 82 45.72 5.639 29.0063
"1786" 1012.2 27 82.5 28.44 6.686 29.0571
"1787" 1008.2 28.3 73.1 28.8 7.075 29.3217
"1788" 1010.5 27.7 76.3 34.56 5.577 29.2414
"1789" 1012.7 25.6 85.9 37.8 6.821 27.7059
"1790" 1012.9 24.2 78.2 29.16 5.958 27.8141
"1791" 1012.4 25 76.9 35.64 6.514 27.5235
"1792" 1011.2 27.1 80.9 36.36 6.061 28.9783
"1793" 1006 28.7 79.7 17.64 6.27 28.8548
"1794" 1010.5 27.7 78.9 29.16 6.155 29.3381
"1795" 1002.9 28.9 77.3 10.44 7.153 28.6352
"1796" 1011.9 27.2 81.1 37.08 6.808 28.9492
"1797" 1011.5 25.6 70.1 46.44 4.65 28.7335
"1798" 1003 27.9 78.6 17.28 5.744 29.431
"1799" 1009.2 28.1 79.8 7.56 6.545 29.1398
"1800" 1014.1 25.7 75.4 41.4 5.511 27.8949
"1801" 1008.9 25.8 83.8 41.76 5.957 29.0619
"1802" 1014.1 25 75.4 41.4 5.868 27.7508
"1803" 1011.5 27.5 73.7 42.48 5.552 29.4006
"1804" 1011.9 26.9 75.7 37.08 6.097 29.4118
"1805" 1008.8 26.8 84.2 41.04 5.374 29.0468
"1806" 1009.8 27.8 74.2 47.88 5.056 28.9651
"1807" 1011.5 27.5 80.7 32.4 5.432 29.0026
"1808" 1009.1 27.9 76.1 41.04 6.216 29.2411
"1809" 1011.8 25.2 76.5 35.64 5.722 28.3904
"1810" 1011.5 24.9 77.1 30.24 6.445 28.2089
"1811" 1007.5 28.1 68.3 45.36 6.287 28.999
"1812" 1013.2 25 77.5 41.4 5.505 27.5888
"1813" 1012.9 27.2 70.1 44.28 6.63 29.3391
"1814" 1011.4 26.8 82.8 42.12 6.283 28.9196
"1815" 1011.3 27.1 73 27.72 5.151 29.5419
"1816" 1010.1 28.7 77.5 34.2 5.658 28.8005
"1817" 1007.4 27.9 84.2 6.12 6.234 29.0882
"1818" 1004.5 26 80.1 48.6 6.02 29.166
"1819" 1004.6 28.5 77.8 30.6 5.794 29.3881
"1820" 1007 28.2 76.2 32.4 5.887 29.1479
"1821" 1013.7 25.1 68.8 39.24 5.06 28.4594
"1822" 1013.6 25.1 75.2 39.24 5.874 27.795
"1823" 1008.4 25.5 82.4 47.52 5.519 29.3131
"1824" 1009.3 25.7 76.8 37.44 5.862 28.7234
"1825" 1012.1 25.2 73.3 45 6.319 27.8288
"1826" 1008.3 27.5 69.2 41.04 6.39 29.2781
"1827" 1012.5 27.4 76.6 37.08 6.808 28.869
"1828" 1012.1 27 73.2 26.64 6.227 29.139
"1829" 1011.3 25.7 82.6 42.48 5.904 27.7715
"1830" 1005.9 26.7 84.4 31.68 5.53 29.5161
"1831" 1010.2 28.6 73.8 21.96 7.033 28.6236
"1832" 1014 25.6 74.6 42.12 5.471 27.8856
"1833" 1008.5 28.7 68.8 28.44 5.514 29.0862
"1834" 1004.9 27 82.4 28.44 6.361 29.5399
"1835" 1010.4 26.1 76.1 22.32 6.282 29.4065
"1836" 1009.5 25.5 75.8 34.56 5.967 28.7014
"1837" 1007.6 25.6 84.2 31.32 6.352 29.3541
"1838" 1008.7 29 76.3 31.68 7.174 28.7866
"1839" 1011.5 27.2 78.3 32.76 6.701 28.9687
"1840" 1007.6 27.6 74.2 33.12 6.489 29.113
"1841" 1008.8 29 71.6 27 5.109 28.9207
"1842" 1009.7 27.7 77.2 19.08 5.447 29.6866
"1843" 1007.1 29 79.4 37.44 5.493 29.2539
"1844" 1013.4 25.3 77.6 42.84 6.149 27.681
"1845" 1012.6 24.7 85 46.44 6.424 28.5395
"1846" 1011.4 25.1 72.1 34.92 5.308 28.1813
"1847" 1010.2 27.3 69.8 43.2 6.923 29.2213
"1848" 1012.4 25.7 75.2 42.48 5.795 28.1795
"1849" 1013.8 24 84.2 35.64 5.425 27.9656
"1850" 1009.1 26 82.3 26.28 6.999 29.1914
"1851" 1009.1 26.7 77 43.92 5.834 28.8064
"1852" 1008 28.3 78.3 33.12 6.133 29.3054
"1853" 1007.1 28.7 68.1 11.16 6.795 28.4922
"1854" 1012.3 25.4 79.3 38.16 6.614 27.2845
"1855" 1004.6 28 82.6 21.6 5.968 28.9531
"1856" 1007.7 27 78.7 47.16 5.693 28.7577
"1857" 1007.9 27.1 77.5 40.68 6.461 29.1145
"1858" 1004.3 28.6 79.6 25.2 7.475 28.7627
"1859" 1009.4 26.1 79.5 41.76 5.804 28.1774
"1860" 1005.6 26.9 81.3 6.84 6.588 28.8817
"1861" 1010.2 28 75.1 40.32 5.268 29.3931
"1862" 1014.6 25.1 77.8 29.16 5.275 28.1048
"1863" 1002.9 28.8 79.3 39.6 5.887 29.3982
"1864" 1009.2 26.7 83 45.36 5.851 28.9514
"1865" 1013.4 25.1 78.6 33.48 5.483 28.1283
"1866" 1011 26.7 81.4 32.4 6.816 29.046
"1867" 1011.9 27.2 79.3 37.44 6.799 29.1991
"1868" 1009 27.9 80.1 6.48 5.601 29.6767
"1869" 1010.6 27.8 83 20.88 7.559 28.934
"1870" 1014.6 25.3 69.6 41.4 6.317 27.2966
"1871" 1011.3 26.8 80.1 37.44 6.957 29.0427
"1872" 1004 27.4 83.9 30.96 6.925 29.4796
"1873" 1009.3 25.2 69.7 34.92 7.421 28.2002
"1874" 1011.3 25.9 82.1 36.72 5.744 28.8858
"1875" 1012 27.1 77.8 37.44 5.991 29.4217
"1876" 1004.6 28.2 79.1 40.32 6.189 29.4401
"1877" 1011 25.4 79.8 49.32 6.148 27.1522
"1878" 1013 24.9 81 42.84 6.168 27.5143
"1879" 1011.6 25.7 72.4 36.36 5.986 27.7103
"1880" 1003.2 27.7 75.7 32.4 6.178 29.1548
"1881" 1004.4 28.2 80.9 44.28 6.217 29.4395
"1882" 1010.6 25.2 77.2 41.04 6.492 27.624
"1883" 1000.8 27 86 46.44 6.661 29.3203
"1884" 1012.1 27.2 70.1 41.76 6.53 29.4093
"1885" 1007.9 27.2 77.6 38.16 5.296 29.3796
"1886" 1011.8 26.8 77.1 49.68 6.839 28.6045
"1887" 1007.9 26.3 83.5 39.24 6.537 28.9822
"1888" 1012.5 25.1 76.7 42.84 5.849 28.207
"1889" 1013 25.3 76.4 44.28 6.061 27.7236
"1890" 1012.6 25.3 73.5 33.12 5.321 28.0582
"1891" 1000.7 28.2 79.3 56.16 5.924 29.3194
"1892" 1008.4 27.8 78.7 32.4 6.611 29.3709
"1893" 1014.3 24.4 83.8 33.12 6.354 27.5734
"1894" 1005.9 28.6 75.3 32.4 4.87 29.2818
"1895" 1013.5 24.3 76.3 38.52 6.638 27.5778
"1896" 1007.8 28.7 74 44.64 5.616 29.5049
"1897" 1008.4 29 77.3 27 7.005 28.763
"1898" 1013.4 27.4 69.9 35.64 6.649 29.3192
"1899" 1004.8 28.5 81 13.68 5.986 28.8668
"1900" 1009.4 26.2 76.3 37.8 6.84 29.2308
"1901" 1008.6 25.7 88.4 34.56 6.008 29.1139
"1902" 1008.7 27.7 75.1 4.68 6.428 28.5739
"1903" 1012.6 25 81.1 29.88 6.538 27.7682
"1904" 1013.8 24.5 67.1 35.28 6.138 28.24
"1905" 1008.7 27.1 72.7 45.72 6.047 28.9765
"1906" 1011.1 25.8 87 51.84 6.408 28.5626
"1907" 1008.7 26.1 80.6 45 6.454 28.8513
"1908" 1004.6 28.6 78 15.84 5.491 28.8602
"1909" 1006.7 29 75.1 25.92 4.74 29.1133
"1910" 1013.4 26.8 79.7 33.84 6.356 29.1205
"1911" 1004 27.9 79.1 39.96 5.632 29.4328
"1912" 1013.1 25.2 77.4 38.88 5.554 27.5125
"1913" 1012.2 25.2 76.3 39.96 5.805 28.6202
"1914" 1010.9 27.4 75.7 42.84 6.137 29.3317
"1915" 1011.4 29.1 80.8 25.2 5.22 28.82
"1916" 1011.1 27 73.1 41.4 5.427 28.9823
"1917" 1012.3 26.7 76 38.52 6.101 29.1697
"1918" 1006.9 27.6 76.6 19.08 6.554 28.839
"1919" 1003.2 29.1 75.3 23.76 6.083 28.9325
"1920" 1013 24.5 72 26.28 6.738 28.3524
"1921" 1002.9 26.7 80.3 27.36 5.884 29.5033
"1922" 1010.3 26.1 80.2 47.88 6.269 28.9371
"1923" 1012.5 26.1 67.3 46.44 5.072 28.7538
"1924" 1010.7 26.4 80.2 48.24 5.615 28.9449
"1925" 1013.8 25.4 83.1 40.68 5.549 28.0481
"1926" 1012.8 24.4 87.8 29.16 6.064 28.1154
"1927" 1013.4 24.4 84.9 22.32 5.141 28.373
"1928" 1011.5 26.5 78 42.48 6.761 28.5947
"1929" 1010.6 25.3 82.2 30.96 5.56 28.7737
"1930" 1007.1 27.4 85.4 8.64 6.162 29.2001
"1931" 1014.4 25.7 78.1 35.28 4.904 28.1765
"1932" 1006.4 27.9 78 21.6 6.114 29.1707
"1933" 1009.1 27.6 77.1 35.28 7.093 29.2206
"1934" 1007.8 27.6 79 39.6 5.785 29.3988
"1935" 1010.4 27.3 83.8 25.92 5.51 29.0645
"1936" 1007.8 28.6 78.6 46.08 6.718 29.5089
"1937" 1006.9 29.4 74.3 9 6.275 28.619
"1938" 1009.7 25.2 78.4 40.32 6.474 27.5925
"1939" 1015.1 27.1 76.3 32.4 5.894 29.1676
"1940" 1012.5 25.2 80.1 30.6 6.075 28.0723
"1941" 1006.7 27.9 81.1 31.68 5.52 29.2408
"1942" 1008.8 26.4 86.7 23.76 6.834 29.8598
"1943" 1013.1 24.5 86.2 34.92 6.167 28.0793
"1944" 1007.3 26.1 84.4 39.24 7.238 29.113
"1945" 1009.9 26.5 72.2 36 6.947 28.3183
"1946" 1008.3 28.7 76.1 29.88 5.078 29.3031
"1947" 1013.3 24.4 82.3 20.16 6.816 27.9919
"1948" 1013.4 24.9 86.9 34.56 5.291 28.1007
"1949" 1005.5 27.1 84.2 26.28 5.79 29.4232
"1950" 1010.2 27.4 79.2 29.16 5.505 29.3609
"1951" 1012.5 25.1 71.5 37.8 7.442 28.2486
"1952" 1009.1 28.2 76.2 35.28 6.453 29.1334
"1953" 1006.7 28.7 77.9 27.72 5.106 29.3403
"1954" 1009.5 27.1 83.4 32.76 5.543 29.2625
"1955" 1013.8 25 84 30.24 5.799 28.3024
"1956" 1011.5 25.4 76.6 51.12 6.394 27.6252
"1957" 1013.1 25 79.4 40.32 5.586 27.4337
"1958" 1012.9 25.9 74.6 41.76 6.83 28.5065
"1959" 1010.8 26.5 83.8 45.72 6.264 29.0414
"1960" 1006.7 25 86 20.16 5.103 29.0003
"1961" 1006.5 28.8 78.7 29.16 5.405 29.3383
"1962" 1013.5 25.4 77.6 36.72 6.178 27.8555
"1963" 1007.7 28.5 77.9 45.36 6.628 29.5672
"1964" 1015.6 24.7 79.9 36 6.23 27.4555
"1965" 1009.5 26.8 79.4 21.96 5.535 29.1783
"1966" 1010.3 28.1 77.5 30.96 6.784 28.979
"1967" 1011.6 25.2 82.5 33.84 5.659 28.2539
"1968" 1011.7 25.6 70.8 41.04 5.737 27.8307
"1969" 1006.8 27.3 83.8 6.48 5.649 29.396
"1970" 1006.4 28.5 78.2 30.96 6.698 28.8387
"1971" 1009.1 28.6 75.2 32.04 5.232 29.3472
"1972" 1006.3 28.7 68.2 24.48 4.945 29.1222
"1973" 1008.5 27.9 81.3 4.68 6.407 29.35
"1974" 1010.9 26.8 80.9 31.68 6.798 29.0453
"1975" 1010 26.1 80.4 44.64 5.883 27.699
"1976" 1008.4 28.6 78.3 44.64 6.829 29.446
"1977" 1013.9 25.4 78.4 45.72 5.522 27.6356
"1978" 1012.2 23.6 86.7 40.32 5.252 27.9975
"1979" 1010.9 26.3 84.8 52.56 6.642 28.8362
"1980" 1007.9 28.4 72.2 11.88 6.622 29.0597
"1981" 1013.5 25 78.5 36.36 5.583 28.1562
"1982" 1014.2 25.1 77 33.84 6.86 28.1234
"1983" 1010.7 26.4 73.2 40.32 6.809 28.2667
"1984" 1008.6 28.7 70.9 31.68 5.336 29.0079
"1985" 1009.2 26.7 76.9 45.36 6.965 28.4987
"1986" 1009.6 27.4 74.2 44.64 5.233 29.1521
"1987" 1008.8 25.5 74.2 38.88 6.686 28.2005
"1988" 1009.4 26.3 76.5 36.72 6.878 29.2247
"1989" 1010.5 27.4 75.2 43.92 5.057 29.0237
"1990" 1005.5 26.1 81.3 15.84 6.035 29.1707
"1991" 1010.9 27.3 70.5 36.36 6.667 29.1653
"1992" 1011.7 26.9 74 42.48 6.702 29.3577
"1993" 1010.5 27 74.9 52.56 5.646 28.9822
"1994" 1009.1 27.7 72.9 37.8 6.013 29.346
"1995" 1009.2 26.8 82.5 45.72 5.87 28.9162
"1996" 1013.9 24.9 74.8 39.6 6.63 27.7919
"1997" 1011.1 26.4 82.4 43.92 5.791 28.9445
"1998" 1014.4 25 76.5 46.44 5.756 27.9833
"1999" 1007.2 29.2 74.1 13.68 6.075 28.6484
"2000" 1010.9 28.8 76.1 22.68 6.664 28.779
"2001" 1014.3 25.1 78.7 36.36 5.727 27.9083
"2002" 1006.8 28.5 81.8 9 6.509 29.0013
"2003" 1015.1 25.7 76 38.16 5.15 28.0503
"2004" 1009.5 29.1 78.3 37.44 5.731 29.2293
"2005" 1011.2 26.1 75 50.04 6.905 28.3434
"2006" 1011.7 27.2 80.5 37.44 6.764 28.9457
"2007" 1007.5 28.2 69.8 45 5.979 29.3448
"2008" 1012.8 25.1 79.6 42.84 5.72 28.193
"2009" 1002.8 28.3 77.6 30.96 6.621 29.3878
"2010" 1009.7 27.3 78.9 36 7.105 28.8759
"2011" 1013.7 25.2 79.3 39.96 6.406 27.2317
"2012" 1012.5 25.1 83.2 52.56 6.489 27.8779
"2013" 1007.4 27.3 76.1 37.08 5.362 29.1927
"2014" 1008.9 25.2 89.7 28.44 6.757 29.0641
"2015" 1007.3 27.5 70 50.76 5.503 28.9877
"2016" 1008.5 26.7 83.7 25.92 6.637 29.7839
"2017" 1008.4 27.6 76.6 32.4 6.539 29.1758
"2018" 1010 28.8 75.6 41.4 5.545 29.5091
"2019" 1006.4 27.5 80 46.08 6.663 28.9705
"2020" 1012 26.9 69.6 35.64 6.624 29.2285
"2021" 1010.9 25.9 82.2 43.56 5.574 28.8802
"2022" 1011.9 26.8 83.1 30.96 5.833 28.9826
"2023" 1011.4 27.2 74.7 41.4 6.878 29.3871
"2024" 1012.2 25.9 70 38.88 6.363 28.3216
"2025" 1013.4 25.6 82.3 42.84 5.82 27.915
"2026" 1008.8 27.4 78.4 38.52 7.045 28.7261
"2027" 1011.8 27.2 69.3 39.24 6.015 29.4723
"2028" 1011.7 24.8 84.1 20.52 4.932 28.9792
"2029" 1012.2 25.4 77.7 40.68 7.226 28.1515
"2030" 1009.7 28.8 78.6 42.48 6.697 29.4389
"2031" 1007.2 27.7 71.9 41.04 6.304 29.0332
"2032" 1013.2 25.2 62.9 41.04 5.806 28.3655
"2033" 1009.9 27 80 35.64 5.541 29.1646
"2034" 1012.2 25 79.6 41.76 6.48 27.6259
"2035" 1006 28.8 70.1 20.88 7.251 29.0035
"2036" 1011.2 25.1 78.2 43.56 6.543 27.6358
"2037" 1005.5 26.2 82 20.88 5.716 29.5569
"2038" 1007.7 27.5 73.9 41.04 5.612 29.1069
"2039" 1008.2 28.6 78.1 43.56 6.832 29.4455
"2040" 1008 27.8 78.5 40.68 5.636 29.0571
"2041" 1011.8 25.5 78.2 42.48 6.71 27.3056
"2042" 1013.9 24.5 72.1 28.08 5.318 28.1785
"2043" 1010.3 27.4 78.4 24.84 5.478 29.7143
"2044" 1010.9 26.9 69.9 30.6 6.571 29.4441
"2045" 1014.6 24.5 86.1 33.12 7.095 27.7897
"2046" 1009.9 26.8 80.5 38.16 6.015 29.0693
"2047" 1014.6 24.6 67.3 33.12 4.915 28.4472
"2048" 1010.7 27.4 76.3 39.6 6.214 28.9741
"2049" 1009.6 28.6 80.3 38.52 5.76 29.4889
"2050" 1011.4 26.7 81.4 31.32 6.22 28.8216
"2051" 1008 28.2 71.4 37.8 5.599 29.3823
"2052" 1012 25.7 75.6 39.6 6.937 28.04
"2053" 1008.9 28.4 74.8 34.2 5.704 28.8622
"2054" 1013.6 25.3 81.4 43.56 6.708 27.8379
"2055" 1007.6 27.9 68.8 39.24 6.169 29.3036
"2056" 1008.7 26.8 79.6 28.08 5.584 29.1378
"2057" 1012.3 27.5 80.6 42.84 5.421 29.0526
"2058" 1011.6 27.1 80.3 45 6.989 29.1393
"2059" 1007.5 28.7 73.1 43.92 5.018 29.1714
"2060" 1008.3 28.4 79.7 33.12 6.79 29.4649
"2061" 1008.7 27 75 41.4 6.076 29.034
"2062" 1006.7 27.3 67.6 11.88 5.191 28.6935
"2063" 1008.6 27.5 68.1 35.64 6.699 29.1421
"2064" 1004.1 27.3 77.9 40.68 5.596 29.4539
"2065" 1014.8 25.4 74 32.76 5.633 28.0082
"2066" 1012.6 27.3 72.6 25.56 6.284 29.0935
"2067" 1008.8 25.6 72.2 39.24 6.568 28.0638
"2068" 1011 26.8 77.2 46.44 5.632 29.1815
"2069" 1009.5 25.2 85.5 29.88 5.362 29.2465
"2070" 1010 27 74 55.8 5.685 28.6993
"2071" 1005.1 28.4 77.6 18.36 6.452 28.8532
"2072" 1010.8 26.5 76.3 43.92 5.377 29.1542
"2073" 1008.1 27.5 83.4 18 5.966 29.2556
"2074" 1012.4 26.5 76.7 22.32 6.218 29.232
"2075" 1009.2 25.8 87.4 33.84 5.773 29.1288
"2076" 1002.2 27.6 77.4 17.28 5.594 29.3295
"2077" 1009.3 27.8 81.5 20.88 7.342 29.2553
"2078" 1011 28.7 76.6 27.72 5.163 28.8864
"2079" 1010.1 28.5 76.2 39.24 7.592 29.0561
"2080" 1009.7 28.9 78.7 43.92 6.683 29.4572
"2081" 1004.6 27.6 83.4 9.36 5.652 28.7494
"2082" 1013.1 25.4 77 48.24 6.5 27.6458
"2083" 1012.6 25.9 81.4 49.32 5.966 27.898
"2084" 1010.5 27.7 84.5 21.24 7.666 28.8346
"2085" 1008.1 28 77.1 37.08 6.621 29.4069
"2086" 1013.9 24.8 79.4 26.64 6.407 28.3798
"2087" 1009 27.7 69.1 46.08 5.857 29.6646
"2088" 1006.8 28.4 76.9 32.4 6.059 28.6239
"2089" 1010.4 26.2 81.2 47.52 5.922 27.6653
"2090" 1014.3 24.8 79.7 27.36 7.185 28.0558
"2091" 1010 27.8 77.2 43.92 5.403 29.063
"2092" 1010.9 26.1 81 49.32 5.974 27.6888
"2093" 1012.5 25.5 76.9 37.08 6.949 28.0133
"2094" 1012.7 25 80.5 39.96 6.417 27.2149
"2095" 1010.1 26.2 86.6 30.24 5.482 29.1366
"2096" 1009 27.5 78.2 37.8 6.868 28.9687
"2097" 1011.1 27.2 70.5 38.16 5.475 29.6889
"2098" 1011.5 26.4 79 36 5.627 28.9797
"2099" 1009.3 26.4 76.6 46.8 6.769 28.6145
"2100" 1007.3 28.8 76.7 35.28 5.302 29.4741
"2101" 1006.7 27.8 78 25.56 6.378 28.8687
"2102" 1007.3 28.1 74 42.84 6.405 28.8534
"2103" 1007.1 27.7 77 43.56 6.688 28.9698
"2104" 1012.1 26.9 78.1 35.64 6.242 29.4368
"2105" 1010.9 25.6 74.6 46.8 6.321 27.5881
"2106" 1006.4 28.3 82.6 6.48 6.35 28.8293
"2107" 1011.7 27.2 79.2 37.44 6.731 28.943
"2108" 1014.7 24.5 76.4 43.2 5.336 28.0879
"2109" 1003.3 29 75.9 21.24 6.306 28.9318
"2110" 1007.6 28 73.4 41.76 5.529 29.1143
"2111" 1006.7 28.3 75.8 36 6.347 29.2364
"2112" 1011.6 25.2 77.2 36 5.619 28.3621
"2113" 1011.7 26.3 67.1 49.32 6.006 28.0939
"2114" 1010.4 26.4 81.9 45.36 5.763 28.9722
"2115" 1006.9 25.6 85.1 40.32 7.078 29.0501
"2116" 1013.5 25.3 76.1 37.8 6.444 27.2647
"2117" 1005.8 27.6 79.3 20.52 6.212 29.118
"2118" 1012.2 24.9 73.3 23.04 6.021 28.0535
"2119" 1009.9 27.8 83.1 19.44 7.368 29.0028
"2120" 1012.4 27.1 77.2 41.04 6.438 29.0797
"2121" 1008.8 26.8 82.8 51.48 5.837 28.9945
"2122" 1013.3 24.6 77.9 32.04 6.341 28.0655
"2123" 1011.8 26.1 75.4 47.16 5.779 27.7704
"2124" 1010.2 27.9 78.1 14.04 5.105 28.5882
"2125" 1010.4 27.1 73.2 38.16 6.348 29.4757
"2126" 1012.3 25.8 74 44.64 7.133 28.4537
"2127" 1010.3 26.3 81.4 43.92 6.005 28.8552
